commodity,regime,region_id,date,residual
Eggs,Unified,Ibb City_Ibb,2016-08-01,-0.047331739232479034
Eggs,Unified,Ibb City_Ibb,2016-09-01,-0.016677892468812378
Eggs,Unified,Ibb City_Ibb,2016-10-01,-0.029931895185871
Eggs,Unified,Ibb City_Ibb,2016-11-01,-0.008445710939241485
Eggs,Unified,Ibb City_Ibb,2016-12-01,-0.006636411510886925
Eggs,Unified,Ibb City_Ibb,2017-01-01,-0.03751733694087625
Eggs,Unified,Ibb City_Ibb,2017-02-01,0.012830542212339952
Eggs,Unified,Ibb City_Ibb,2017-03-01,-0.006802934649273479
Eggs,Unified,Ibb City_Ibb,2017-04-01,-0.08363130864763871
Eggs,Unified,Ibb City_Ibb,2017-05-01,-0.04720185417493575
Eggs,Unified,Ibb City_Ibb,2017-06-01,-0.05090293464927349
Eggs,Unified,Ibb City_Ibb,2017-07-01,-0.08527722552384975
Eggs,Unified,Ibb City_Ibb,2017-08-01,-0.04626988837250037
Eggs,Unified,Ibb City_Ibb,2017-09-01,-0.04226988837250037
Eggs,Unified,Ibb City_Ibb,2017-10-01,-0.06436988837250036
Eggs,Unified,Ibb City_Ibb,2017-11-01,-0.015869888372500363
Eggs,Unified,Ibb City_Ibb,2017-12-01,-0.026636411510886915
Eggs,Unified,Ibb City_Ibb,2018-01-01,-0.006269888372500365
Eggs,Unified,Ibb City_Ibb,2018-02-01,-0.01606988837250037
Eggs,Unified,Ibb City_Ibb,2018-03-01,-0.008002504064433175
Eggs,Unified,Ibb City_Ibb,2018-05-01,-0.006069888372500359
Eggs,Unified,Ibb City_Ibb,2018-06-01,-0.006750813802489708
Eggs,Unified,Ibb City_Ibb,2018-07-01,-0.08563641151088693
Eggs,Unified,Ibb City_Ibb,2018-08-01,0.023730111627499634
Eggs,Unified,Ibb City_Ibb,2018-10-01,0.04383011162749964
Eggs,Unified,Ibb City_Ibb,2018-11-01,0.08203162268667769
Eggs,Unified,Ibb City_Ibb,2018-12-01,-0.03508277960492506
Eggs,Unified,Ibb City_Ibb,2019-01-01,0.07383011162749964
Eggs,Unified,Ibb City_Ibb,2019-02-01,0.15433011162749963
Eggs,Unified,Ibb City_Ibb,2019-03-01,0.11211110952115697
Eggs,Unified,Ibb City_Ibb,2019-04-01,0.06423011162749964
Eggs,Unified,Ibb City_Ibb,2019-05-01,0.03366358848911308
Eggs,Unified,Ibb City_Ibb,2019-06-01,-0.07941877553638635
Eggs,Unified,Ibb City_Ibb,2019-07-01,0.04387702522386441
Eggs,Unified,Ibb City_Ibb,2019-08-01,0.07405535719633136
Eggs,Unified,Ibb City_Ibb,2019-09-01,-0.07055321677447593
Eggs,Unified,Ibb City_Ibb,2019-10-01,0.07296578846088761
Eggs,Unified,Ibb City_Ibb,2019-11-01,0.03406358848911306
Eggs,Unified,Ibb City_Ibb,2019-12-01,-0.08289734911487157
Eggs,Unified,Marib City_Marib,2016-06-01,-0.04294050542443528
Eggs,Unified,Marib City_Marib,2016-07-01,-0.04716806095543995
Eggs,Unified,Marib City_Marib,2016-08-01,-0.0549115795213268
Eggs,Unified,Marib City_Marib,2016-09-01,-0.031065152111956817
Eggs,Unified,Marib City_Marib,2016-10-01,-0.01466515211195682
Eggs,Unified,Marib City_Marib,2016-11-01,-0.007261133967188638
Eggs,Unified,Marib City_Marib,2016-12-01,-0.0034714519748334227
Eggs,Unified,Marib City_Marib,2017-01-01,-0.03275009993085662
Eggs,Unified,Marib City_Marib,2017-02-01,0.008935341824148624
Eggs,Unified,Marib City_Marib,2017-03-01,0.017867894164816295
Eggs,Unified,Marib City_Marib,2017-04-01,-0.04803253642002403
Eggs,Unified,Marib City_Marib,2017-05-01,-0.028518134128421246
Eggs,Unified,Marib City_Marib,2017-06-01,-0.04140265136248074
Eggs,Unified,Marib City_Marib,2017-07-01,-0.051386095862317904
Eggs,Unified,Marib City_Marib,2017-08-01,-0.0027409540457111747
Eggs,Unified,Marib City_Marib,2017-09-01,-0.002780140941791881
Eggs,Unified,Marib City_Marib,2017-10-01,-0.05655118040519437
Eggs,Unified,Marib City_Marib,2017-11-01,-0.0012316869165637512
Eggs,Unified,Marib City_Marib,2017-12-01,-0.0012325364200240219
Eggs,Unified,Marib City_Marib,2018-01-01,-0.021813461850013344
Eggs,Unified,Marib City_Marib,2018-02-01,-0.0004516109900346843
Eggs,Unified,Marib City_Marib,2018-03-01,-0.010551610990034682
Eggs,Unified,Marib City_Marib,2018-05-01,-0.0024526190007044535
Eggs,Unified,Marib City_Marib,2018-06-01,-0.0012846572668078204
Eggs,Unified,Marib City_Marib,2018-07-01,-0.0808691745008673
Eggs,Unified,Marib City_Marib,2018-08-01,0.026691855870939668
Eggs,Unified,Marib City_Marib,2018-10-01,0.03774630826507322
Eggs,Unified,Marib City_Marib,2018-11-01,0.037599501846079325
Eggs,Unified,Marib City_Marib,2018-12-01,-0.06425535633731395
Eggs,Unified,Marib City_Marib,2019-01-01,0.03652453133661601
Eggs,Unified,Marib City_Marib,2019-02-01,0.07938186587157875
Eggs,Unified,Marib City_Marib,2019-03-01,0.04916746357997598
Eggs,Unified,Marib City_Marib,2019-04-01,0.0798483890099653
Eggs,Unified,Marib City_Marib,2019-05-01,0.07974838900996531
Eggs,Unified,Marib City_Marib,2019-06-01,-0.05593210583518371
Eggs,Unified,Marib City_Marib,2019-07-01,0.07642941847272872
Eggs,Unified,Marib City_Marib,2019-08-01,0.07855290533498124
Eggs,Unified,Marib City_Marib,2019-09-01,-0.06408357679247006
Eggs,Unified,Marib City_Marib,2019-10-01,0.07853850304337845
Eggs,Unified,Marib City_Marib,2019-11-01,0.07988186587157875
Eggs,Unified,Marib City_Marib,2019-12-01,-0.06188465726680781
Eggs,Unified,Marib City_Marib,2024-06-01,-0.04192572111381895
Eggs,Unified,Al Jabeen_Raymah,2016-06-01,-0.04470700588914009
Eggs,Unified,Al Jabeen_Raymah,2016-07-01,-0.024607005889140082
Eggs,Unified,Al Jabeen_Raymah,2016-08-01,-0.008707005889140085
Eggs,Unified,Al Jabeen_Raymah,2016-09-01,-0.004907005889140087
Eggs,Unified,Al Jabeen_Raymah,2016-10-01,-0.030307005889140093
Eggs,Unified,Al Jabeen_Raymah,2016-11-01,-0.004607005889140092
Eggs,Unified,Al Jabeen_Raymah,2016-12-01,-0.004907005889140087
Eggs,Unified,Al Jabeen_Raymah,2017-01-01,-0.03520700588914008
Eggs,Unified,Al Jabeen_Raymah,2017-02-01,-0.004707005889140081
Eggs,Unified,Al Jabeen_Raymah,2017-03-01,-0.004707005889140081
Eggs,Unified,Al Jabeen_Raymah,2017-04-01,-0.05228793131912943
Eggs,Unified,Al Jabeen_Raymah,2017-05-01,-0.004673529027526657
Eggs,Unified,Al Jabeen_Raymah,2017-06-01,-0.004707005889140081
Eggs,Unified,Al Jabeen_Raymah,2017-07-01,-0.05400700588914009
Eggs,Unified,Al Jabeen_Raymah,2017-08-01,-0.004907005889140087
Eggs,Unified,Al Jabeen_Raymah,2017-09-01,-0.004907005889140087
Eggs,Unified,Al Jabeen_Raymah,2017-10-01,-0.05970700588914009
Eggs,Unified,Al Jabeen_Raymah,2017-11-01,-0.005087931319129435
Eggs,Unified,Al Jabeen_Raymah,2017-12-01,-0.004636086429976927
Eggs,Unified,Al Jabeen_Raymah,2018-01-01,-0.0044216841383741545
Eggs,Unified,Al Jabeen_Raymah,2018-02-01,-0.004707005889140081
Eggs,Unified,Al Jabeen_Raymah,2018-03-01,-0.004319460839053824
Eggs,Unified,Al Jabeen_Raymah,2018-05-01,-0.0034841912629603733
Eggs,Unified,Al Jabeen_Raymah,2018-06-01,0.011747080335768323
Eggs,Unified,Al Jabeen_Raymah,2018-07-01,-0.07438793131912942
Eggs,Unified,Al Jabeen_Raymah,2018-08-01,0.015092994110859903
Eggs,Unified,Al Jabeen_Raymah,2018-10-01,0.03519299411085991
Eggs,Unified,Al Jabeen_Raymah,2018-11-01,0.12519299411085993
Eggs,Unified,Al Jabeen_Raymah,2018-12-01,-0.0267070058891401
Eggs,Unified,Al Jabeen_Raymah,2019-01-01,0.09519299411085991
Eggs,Unified,Al Jabeen_Raymah,2019-02-01,0.1556929941108599
Eggs,Unified,Al Jabeen_Raymah,2019-03-01,0.1556929941108599
Eggs,Unified,Al Jabeen_Raymah,2019-04-01,0.1556929941108599
Eggs,Unified,Al Jabeen_Raymah,2019-05-01,0.15522647097247336
Eggs,Unified,Al Jabeen_Raymah,2019-06-01,-0.02310700588914008
Eggs,Unified,Al Jabeen_Raymah,2019-07-01,0.15559299411085992
Eggs,Unified,Al Jabeen_Raymah,2019-08-01,0.15589299411085988
Eggs,Unified,Al Jabeen_Raymah,2019-09-01,-0.034307005889140096
Eggs,Unified,Al Jabeen_Raymah,2019-10-01,0.15609299411085992
Eggs,Unified,Al Jabeen_Raymah,2019-11-01,0.1562929941108599
Eggs,Unified,Al Jabeen_Raymah,2019-12-01,-0.032673529027526654
Eggs,Unified,Jihana Almarkazi_Sana'a,2016-06-01,-0.035894332077511915
Eggs,Unified,Jihana Almarkazi_Sana'a,2016-07-01,-0.040794332077511916
Eggs,Unified,Jihana Almarkazi_Sana'a,2016-08-01,-0.03699433207751192
Eggs,Unified,Jihana Almarkazi_Sana'a,2016-09-01,-0.017094332077511903
Eggs,Unified,Jihana Almarkazi_Sana'a,2016-10-01,-0.03629433207751191
Eggs,Unified,Jihana Almarkazi_Sana'a,2016-11-01,-0.016894332077511925
Eggs,Unified,Jihana Almarkazi_Sana'a,2016-12-01,-0.02509433207751191
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-01-01,-0.040294332077511916
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-02-01,0.0031056679224880923
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-03-01,-0.021360855215898478
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-04-01,-0.07219433207751191
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-05-01,-0.03659433207751192
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-06-01,-0.03699433207751192
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-07-01,-0.08035474891447836
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-08-01,-0.05336779789391212
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-09-01,-0.05373432103229868
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-10-01,-0.07902584602331411
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-11-01,-0.006694332077511911
Eggs,Unified,Jihana Almarkazi_Sana'a,2017-12-01,-0.007094332077511922
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-01-01,0.0029056679224880866
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-02-01,0.0031056679224880923
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-03-01,0.0030056679224880756
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-05-01,0.0031056679224880923
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-06-01,0.0030056679224880756
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-07-01,-0.07609433207751191
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-08-01,0.022905667922488077
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-10-01,0.04300566792248808
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-11-01,0.08300566792248809
Eggs,Unified,Jihana Almarkazi_Sana'a,2018-12-01,-0.03869433207751191
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-01-01,0.08242474249249876
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-02-01,0.08330566792248809
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-03-01,0.08330566792248809
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-04-01,0.08340566792248807
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-05-01,0.08330566792248809
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-06-01,-0.05959433207751191
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-07-01,0.05320566792248807
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-08-01,0.043405667922488095
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-09-01,-0.07549433207751191
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-10-01,0.043505667922488084
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-11-01,0.05370566792248807
Eggs,Unified,Jihana Almarkazi_Sana'a,2019-12-01,-0.0579678463633268
Eggs,Unified,Central Ataq_Shabwah,2016-06-01,-0.045894010670231244
Eggs,Unified,Central Ataq_Shabwah,2016-07-01,-0.044934798254528854
Eggs,Unified,Central Ataq_Shabwah,2016-08-01,-0.044705993671323316
Eggs,Unified,Central Ataq_Shabwah,2016-09-01,-0.024287349686152954
Eggs,Unified,Central Ataq_Shabwah,2016-10-01,-0.027582833361137038
Eggs,Unified,Central Ataq_Shabwah,2016-11-01,-0.02133903994809644
Eggs,Unified,Central Ataq_Shabwah,2016-12-01,-0.026415879637910145
Eggs,Unified,Central Ataq_Shabwah,2017-01-01,-0.03532039596292608
Eggs,Unified,Central Ataq_Shabwah,2017-02-01,-0.003506424256163626
Eggs,Unified,Central Ataq_Shabwah,2017-03-01,-0.011872947394550193
Eggs,Unified,Central Ataq_Shabwah,2017-04-01,-0.06660132139291541
Eggs,Unified,Central Ataq_Shabwah,2017-05-01,-0.04757294739455019
Eggs,Unified,Central Ataq_Shabwah,2017-06-01,-0.04360642425616364
Eggs,Unified,Central Ataq_Shabwah,2017-07-01,-0.08218691910131265
Eggs,Unified,Central Ataq_Shabwah,2017-08-01,-0.046162290450226684
Eggs,Unified,Central Ataq_Shabwah,2017-09-01,-0.0408682751161423
Eggs,Unified,Central Ataq_Shabwah,2017-10-01,-0.07867294739455019
Eggs,Unified,Central Ataq_Shabwah,2017-11-01,-0.01330642425616363
Eggs,Unified,Central Ataq_Shabwah,2017-12-01,-0.003706424256163632
Eggs,Unified,Central Ataq_Shabwah,2018-01-01,-0.005871436335372127
Eggs,Unified,Central Ataq_Shabwah,2018-02-01,-0.0038729473945501858
Eggs,Unified,Central Ataq_Shabwah,2018-03-01,-0.015308505001055711
Eggs,Unified,Central Ataq_Shabwah,2018-05-01,-0.023872947394550204
Eggs,Unified,Central Ataq_Shabwah,2018-06-01,-0.013606424256163624
Eggs,Unified,Central Ataq_Shabwah,2018-07-01,-0.0838682751161423
Eggs,Unified,Central Ataq_Shabwah,2018-08-01,0.01997960403707391
Eggs,Unified,Central Ataq_Shabwah,2018-10-01,0.036393575743836365
Eggs,Unified,Central Ataq_Shabwah,2018-11-01,0.056393575743836355
Eggs,Unified,Central Ataq_Shabwah,2018-12-01,-0.05057294739455019
Eggs,Unified,Central Ataq_Shabwah,2019-01-01,0.046393575743836374
Eggs,Unified,Central Ataq_Shabwah,2019-02-01,0.07669357574383637
Eggs,Unified,Central Ataq_Shabwah,2019-03-01,0.11642705260544983
Eggs,Unified,Central Ataq_Shabwah,2019-04-01,0.1465270526054498
Eggs,Unified,Central Ataq_Shabwah,2019-05-01,0.03586052946706325
Eggs,Unified,Central Ataq_Shabwah,2019-06-01,-0.07770635179249566
Eggs,Unified,Central Ataq_Shabwah,2019-07-01,0.03586052946706325
Eggs,Unified,Central Ataq_Shabwah,2019-08-01,0.033939129256319506
Eggs,Unified,Central Ataq_Shabwah,2019-09-01,-0.07102398776699624
Eggs,Unified,Central Ataq_Shabwah,2019-10-01,0.03633584705545234
Eggs,Unified,Central Ataq_Shabwah,2019-11-01,0.03643807035477267
Eggs,Unified,Central Ataq_Shabwah,2019-12-01,-0.07564856324776889
Eggs,Unified,Central Ataq_Shabwah,2024-06-01,-0.015618475876637533
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2016-06-01,0.025921939177682846
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2016-07-01,0.058531171660867076
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2016-08-01,-0.050949981911202855
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2016-09-01,0.07161575397386888
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2016-10-01,0.051724580665299946
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2016-11-01,0.03921096808932534
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2016-12-01,0.030621939177682855
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-01-01,0.0025219391776828415
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-02-01,0.030821939177682833
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-03-01,0.030821939177682833
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-04-01,-0.027978060822317158
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-05-01,-0.008778060822317163
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-06-01,-0.009178060822317147
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-07-01,-0.061278060822317154
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-08-01,-0.013378060822317156
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-09-01,-0.013378060822317156
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-10-01,-0.038344583960703726
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-11-01,0.031121939177682856
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2017-12-01,0.030621939177682855
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-01-01,0.030621939177682855
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-02-01,0.030821939177682833
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-03-01,-0.009644583960703723
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-05-01,1.8320744906093072
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-06-01,0.030721939177682844
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-07-01,-0.06817806082231716
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-08-01,0.11072193917768286
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-10-01,0.20072193917768283
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-11-01,0.17072193917768286
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2018-12-01,0.028021939177682836
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-01-01,0.23082193917768284
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-02-01,0.23132193917768284
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-03-01,0.23095541603929629
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-04-01,0.23142193917768283
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-05-01,0.23122193917768286
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-06-01,-0.010725509390693055
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-07-01,0.17038889290090975
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-08-01,0.23162193917768287
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-09-01,-0.039358986252306494
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-10-01,0.15026564239877951
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-11-01,0.16427089880523682
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2019-12-01,-0.03735898625230649
Eggs,Unified,Soqatra (Hudaibo)_Socotra,2024-06-01,-0.035578060822317153
Eggs,Unified,Taiz City_Taizz,2016-06-01,-0.001803376976793336
Eggs,Unified,Taiz City_Taizz,2016-07-01,-0.00218430240678269
Eggs,Unified,Taiz City_Taizz,2016-08-01,-0.004018787279065877
Eggs,Unified,Taiz City_Taizz,2016-09-01,-0.003531750975158565
Eggs,Unified,Taiz City_Taizz,2016-10-01,-0.014632337513390853
Eggs,Unified,Taiz City_Taizz,2016-11-01,0.007111537694149156
Eggs,Unified,Taiz City_Taizz,2016-12-01,-0.004242292531602743
Eggs,Unified,Taiz City_Taizz,2017-01-01,-0.014804384987463115
Eggs,Unified,Taiz City_Taizz,2017-02-01,0.03724917445483075
Eggs,Unified,Taiz City_Taizz,2017-03-01,0.03419662302320667
Eggs,Unified,Taiz City_Taizz,2017-04-01,-0.04880337697679335
Eggs,Unified,Taiz City_Taizz,2017-05-01,-0.003848975253782777
Eggs,Unified,Taiz City_Taizz,2017-06-01,-0.019487463626012502
Eggs,Unified,Taiz City_Taizz,2017-07-01,-0.05110337697679335
Eggs,Unified,Taiz City_Taizz,2017-08-01,-0.003317348683555793
Eggs,Unified,Taiz City_Taizz,2017-09-01,-0.002003376976793342
Eggs,Unified,Taiz City_Taizz,2017-10-01,-0.05843786184907655
Eggs,Unified,Taiz City_Taizz,2017-11-01,-0.0016033769767933581
Eggs,Unified,Taiz City_Taizz,2017-12-01,-0.003531750975158565
Eggs,Unified,Taiz City_Taizz,2018-01-01,-0.004687033041172184
Eggs,Unified,Taiz City_Taizz,2018-02-01,-0.00386129804998836
Eggs,Unified,Taiz City_Taizz,2018-03-01,-0.0019033769767933528
Eggs,Unified,Taiz City_Taizz,2018-05-01,-0.01436071151175608
Eggs,Unified,Taiz City_Taizz,2018-06-01,-0.003879786081766756
Eggs,Unified,Taiz City_Taizz,2018-07-01,-0.06315256705785292
Eggs,Unified,Taiz City_Taizz,2018-08-01,0.07552080045646553
Eggs,Unified,Taiz City_Taizz,2018-10-01,0.20538716764146012
Eggs,Unified,Taiz City_Taizz,2018-11-01,0.1375156975932173
Eggs,Unified,Taiz City_Taizz,2018-12-01,-0.030892720032469817
Eggs,Unified,Taiz City_Taizz,2019-01-01,0.12556508780561162
Eggs,Unified,Taiz City_Taizz,2019-02-01,0.15696213815092344
Eggs,Unified,Taiz City_Taizz,2019-03-01,0.11578716764146016
Eggs,Unified,Taiz City_Taizz,2019-04-01,0.0956421765356898
Eggs,Unified,Taiz City_Taizz,2019-05-01,0.034625741665961884
Eggs,Unified,Taiz City_Taizz,2019-06-01,-0.07705904449918605
Eggs,Unified,Taiz City_Taizz,2019-07-01,0.07642021391823325
Eggs,Unified,Taiz City_Taizz,2019-08-01,0.03776357674643355
Eggs,Unified,Taiz City_Taizz,2019-09-01,-0.08215533684121082
Eggs,Unified,Taiz City_Taizz,2019-10-01,0.03912386621159142
Eggs,Unified,Taiz City_Taizz,2019-11-01,0.03864516408092242
Eggs,Unified,Taiz City_Taizz,2019-12-01,-0.08155948022681969
Eggs,Unified,Taiz City_Taizz,2024-06-01,-0.04598174396860366
Fuel (diesel),North,Al Bayda City_Al Bayda,2015-11-01,-0.001869892934076578
Fuel (diesel),North,Al Bayda City_Al Bayda,2015-12-01,-0.2804947339195021
Fuel (diesel),North,Al Bayda City_Al Bayda,2016-01-01,-0.6199436193886627
Fuel (diesel),North,Al Bayda City_Al Bayda,2016-02-01,-0.962916951406998
Fuel (diesel),North,Al Bayda City_Al Bayda,2016-03-01,-0.9318210074649159
Fuel (diesel),North,Al Bayda City_Al Bayda,2016-04-01,-1.043202776913926
Fuel (diesel),North,Al Bayda City_Al Bayda,2016-05-01,-0.8752606381196719
Fuel (diesel),North,Al Bayda City_Al Bayda,2018-04-01,-1.1029879975997756
Fuel (diesel),North,Al Bayda City_Al Bayda,2018-09-01,-0.8115421868286745
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-01-01,-0.11425532400475369
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-02-01,-1.1849815975501674
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-03-01,-1.1926815975501674
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-04-01,-0.4582815975501675
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-05-01,-0.45405532400475357
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-06-01,-0.45258159755016747
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-07-01,0.9219184024498324
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-08-01,-1.0254212282049233
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-09-01,0.498897223086074
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-10-01,0.4944184024498326
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-11-01,-1.308521007464916
Fuel (diesel),North,Al Bayda City_Al Bayda,2020-12-01,-0.09975532400475373
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-01-01,0.01577899253508397
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-02-01,0.5380709495406601
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-03-01,0.8405789925350842
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-04-01,0.5301184024498324
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-05-01,-1.1873947339195021
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-06-01,0.7498184024498324
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-07-01,0.7212787717950766
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-08-01,-1.2366815975501675
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-09-01,0.6445446759952462
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-10-01,0.7112184024498327
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-11-01,0.3332644333258765
Fuel (diesel),North,Al Bayda City_Al Bayda,2021-12-01,-0.15758159755016754
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-01-01,-1.042784765619299
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-02-01,1.1847446759952462
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-03-01,2.895690697151175
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-04-01,1.7262446759952463
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-05-01,-0.9272815975501675
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-06-01,1.2585184024498326
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-07-01,1.660778992535084
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-08-01,1.0663184024498324
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-09-01,0.9084184024498327
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-10-01,-1.2713815975501674
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-11-01,0.6608789925350842
Fuel (diesel),North,Al Bayda City_Al Bayda,2022-12-01,0.6370446759952464
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-01-01,-1.349121007464916
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-02-01,0.5616301070659233
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-03-01,0.5602446759952464
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-04-01,-1.3743553240047537
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-05-01,0.3599446759952465
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-06-01,0.1599446759952463
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-07-01,-1.5193553240047537
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-08-01,-0.03975532400475368
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-09-01,-0.037955324004753654
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-10-01,-1.5334290504593397
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-11-01,0.03759722308607394
Fuel (diesel),North,Al Bayda City_Al Bayda,2023-12-01,0.06232245850775042
Fuel (diesel),North,Al Bayda City_Al Bayda,2024-01-01,0.061628403317668834
Fuel (diesel),North,Al Bayda City_Al Bayda,2024-02-01,0.06079408677783116
Fuel (diesel),North,Al Bayda City_Al Bayda,2024-03-01,0.06111127920508386
Fuel (diesel),North,Al Bayda City_Al Bayda,2024-04-01,0.06079408677783116
Fuel (diesel),North,Al Bayda City_Al Bayda,2024-05-01,0.06079408677783116
Fuel (diesel),North,Alduhamih_Al Hudaydah,2015-01-01,-1.1629558949329684
Fuel (diesel),North,Alduhamih_Al Hudaydah,2015-02-01,-1.1599850327916141
